complaint_id,customer_id,issue_type,severity,complaint_date,resolution_status,resolution_date
CMP01593,CUST011855,Reward Points Missing,Low,17-02-2023,In Progress,22-02-2023
CMP01594,CUST004502,Fraudulent Charge,Low,24-08-2023,In Progress,16-08-2023
CMP01595,CUST011909,Late Fee Dispute,Low,07-09-2025,Pending Review,20-09-2025
CMP01596,CUST012572,Interest Rate Query,Low,11-02-2025,Resolved,23-02-2025
CMP01597,CUST011617,App Not Working,High,13-12-2023,Resolved,15-12-2023
CMP01598,CUST007265,Interest Rate Query,High,30-04-2023,Pending Review,04-05-2023
CMP01599,CUST013278,Statement Error,High,14-08-2023,Closed,16-08-2023
CMP01600,CUST002667,Reward Points Missing,High,18-11-2022,Escalated,19-12-2022
CMP01601,CUST002764,Wrong Amount Charged,Low,30-12-2025,Escalated,07-01-2026
CMP01602,CUST000952,Billing Dispute,Low,24-04-2025,Open,05-10-2025
CMP01603,CUST008873,Late Fee Dispute,High,14-12-2022,Open,13-01-2023
CMP01604,CUST000510,App Not Working,Critical,01-02-2026,Resolved,16-08-2023
CMP01605,CUST006712,Late Fee Dispute,Critical,05-01-2024,Open,16-05-2024
CMP01606,CUST014627,Interest Rate Query,High,27-08-2025,Pending Review,10-05-2025
CMP01607,CUST001884,Card Not Received,Medium,18-10-2022,Pending Review,27-11-2022
CMP01608,CUST003630,Fraudulent Charge,Low,10-07-2023,Pending Review,15-08-2023
CMP01609,CUST010623,Billing Dispute,High,17-11-2023,Pending Review,26-11-2023
CMP01610,CUST005845,App Not Working,High,15-08-2022,Open,19-09-2022
CMP01611,CUST001600,App Not Working,Low,26-11-2022,Open,29-12-2022
CMP01612,CUST002066,Wrong Amount Charged,Low,14-09-2024,Open,10-05-2024
CMP01613,CUST000961,Statement Error,Critical,19-03-2026,Open,21-04-2026
CMP01614,CUST011839,Statement Error,Medium,12-02-2022,Resolved,28-03-2022
CMP01615,CUST002202,Billing Dispute,Medium,02-02-2024,Open,16-03-2024
CMP01616,CUST004033,Fraudulent Charge,Low,05-04-2024,Pending Review,18-05-2024
CMP01617,CUST005304,Card Not Received,Medium,30-06-2023,Resolved,07-02-2023
CMP01618,CUST007042,Fraudulent Charge,Medium,05-02-2023,Open,02-09-2023
CMP01619,CUST006310,Card Damaged,Medium,11-08-2024,In Progress,19-11-2024
CMP01620,CUST009875,App Not Working,Medium,26-12-2023,Pending Review,28-01-2024
CMP01621,CUST013044,Interest Rate Query,Medium,28-07-2025,Pending Review,24-08-2025
CMP01622,CUST007945,Wrong Amount Charged,Low,02-11-2026,Escalated,17-03-2026
CMP01623,CUST004448,Reward Points Missing,Critical,30-05-2025,Resolved,07-06-2025
CMP01624,CUST004699,Late Fee Dispute,High,13-09-2025,Pending Review,16-08-2023
CMP01625,CUST014462,Interest Rate Query,High,11-07-2022,Resolved,14-08-2022
CMP01626,CUST007393,Statement Error,Low,03-02-2022,Resolved,04-09-2022
CMP01627,CUST001408,Reward Points Missing,High,30-11-2024,Open,01-04-2025
CMP01628,CUST006476,Card Not Received,Low,06-08-2022,Closed,18-08-2022
CMP01629,CUST001265,Late Fee Dispute,Medium,10-01-2024,Resolved,16-08-2023
CMP01630,CUST014033,App Not Working,Medium,04-08-2022,In Progress,09-10-2022
CMP01631,CUST003909,Interest Rate Query,Critical,21-04-2025,Open,16-08-2023
CMP01632,CUST011787,Wrong Amount Charged,Low,16-12-2025,Escalated,22-01-2026
CMP01633,CUST011759,Fraudulent Charge,High,03-05-2026,Escalated,23-03-2026
CMP01634,CUST010949,Fraudulent Charge,High,04-12-2024,Pending Review,17-01-2025
CMP01635,CUST007752,Late Fee Dispute,Medium,06-03-2026,Resolved,04-09-2026
CMP01636,CUST008915,Fraudulent Charge,Low,12-09-2023,Resolved,17-12-2023
CMP01637,CUST011604,Late Fee Dispute,Medium,23-11-2024,Open,16-08-2023
CMP01638,CUST003731,Card Not Received,Low,16-04-2026,Pending Review,25-05-2026
CMP01639,CUST003604,Interest Rate Query,Low,30-01-2026,Open,16-08-2023
CMP01640,CUST000734,Statement Error,High,24-04-2024,In Progress,30-05-2024
CMP01641,CUST010231,Fraudulent Charge,High,10-04-2023,In Progress,16-08-2023
CMP01642,CUST011343,Card Damaged,High,04-01-2024,Pending Review,18-02-2024
CMP01643,CUST011437,Card Damaged,Low,01-05-2026,Resolved,19-02-2026
CMP01644,CUST006295,Reward Points Missing,High,07-05-2025,Open,27-05-2025
CMP01645,CUST006734,Billing Dispute,Medium,23-10-2022,Open,26-11-2022
CMP01646,CUST005178,Card Not Received,High,04-07-2026,Resolved,05-09-2026
CMP01647,CUST013384,Card Damaged,High,29-08-2023,In Progress,16-09-2023
CMP01648,CUST009771,Card Not Received,Medium,17-11-2025,Pending Review,16-08-2023
CMP01649,CUST012776,Wrong Amount Charged,Low,12-06-2025,Open,13-07-2025
CMP01650,CUST003906,Late Fee Dispute,High,18-06-2022,Closed,16-08-2023
CMP01651,CUST004759,Card Not Received,Low,24-04-2023,Resolved,01-05-2023
CMP01652,CUST009153,Interest Rate Query,High,06-04-2025,Open,17-07-2025
CMP01653,CUST002589,Reward Points Missing,High,15-07-2026,In Progress,28-07-2026
CMP01654,CUST002559,Card Not Received,Low,09-04-2022,Pending Review,05-05-2022
CMP01655,CUST005663,Wrong Amount Charged,Low,04-01-2026,Closed,16-08-2023
CMP01656,CUST001680,App Not Working,Critical,08-01-2024,Open,20-08-2024
CMP01657,CUST010342,Interest Rate Query,Low,23-03-2026,In Progress,07-05-2026
CMP01658,CUST000526,Reward Points Missing,High,16-10-2022,Open,11-04-2022
CMP01659,CUST000208,Fraudulent Charge,Medium,28-02-2024,Open,31-03-2024
CMP01660,CUST011967,Card Damaged,High,10-08-2023,Escalated,21-09-2023
CMP01661,CUST002613,Interest Rate Query,Critical,30-11-2025,Resolved,22-12-2025
CMP01662,CUST009978,App Not Working,High,08-08-2026,Open,12-08-2026
CMP01663,CUST013990,Statement Error,Low,19-09-2024,Escalated,27-09-2024
CMP01664,CUST011319,Billing Dispute,Low,30-04-2026,Escalated,03-06-2026
CMP01665,CUST004501,Wrong Amount Charged,High,09-03-2025,Open,22-04-2025
CMP01666,CUST003888,App Not Working,Low,19-07-2022,Resolved,16-08-2023
CMP01667,CUST010665,App Not Working,Low,21-01-2022,Closed,21-02-2022
CMP01668,CUST012560,Wrong Amount Charged,Critical,16-07-2022,Escalated,17-07-2022
CMP01669,CUST012870,Billing Dispute,Low,27-06-2026,In Progress,21-07-2026
CMP01670,CUST004379,Wrong Amount Charged,High,06-09-2024,Closed,10-10-2024
CMP01671,CUST010956,Card Damaged,High,20-12-2023,Pending Review,28-12-2023
CMP01672,CUST000559,Card Not Received,High,26-06-2023,Open,22-07-2023
CMP01673,CUST003073,Interest Rate Query,Low,25-08-2024,Pending Review,18-09-2024
CMP01674,CUST013606,Late Fee Dispute,Low,05-01-2022,Escalated,16-08-2023
CMP01675,CUST014633,Card Damaged,Low,11-05-2023,Open,24-06-2023
CMP01676,CUST011259,Wrong Amount Charged,Medium,18-06-2025,Resolved,16-08-2023
CMP01677,CUST000875,Card Damaged,Low,15-07-2022,Pending Review,20-07-2022
CMP01678,CUST007965,Card Damaged,High,26-05-2025,Open,17-06-2025
CMP01679,CUST007845,Reward Points Missing,High,10-11-2024,Closed,12-11-2024
CMP01680,CUST014709,Statement Error,Low,05-08-2022,Resolved,04-06-2022
CMP01681,CUST009804,Reward Points Missing,Medium,29-04-2022,Pending Review,14-05-2022
CMP01682,CUST009140,Wrong Amount Charged,High,29-03-2025,Pending Review,16-08-2023
CMP01683,CUST002570,Card Not Received,Low,16-11-2023,Open,30-11-2023
CMP01684,CUST004431,Wrong Amount Charged,Low,13-03-2023,Open,19-03-2023
CMP01685,CUST006492,Card Damaged,Low,12-09-2025,In Progress,01-09-2026
CMP01686,CUST009838,Billing Dispute,Low,25-06-2023,Resolved,27-07-2023
CMP01687,CUST014941,App Not Working,Low,13-02-2022,In Progress,03-12-2022
CMP01688,CUST012024,Statement Error,Medium,22-05-2023,Resolved,04-06-2023
CMP01689,CUST009839,Reward Points Missing,Low,26-06-2026,In Progress,14-07-2026
CMP01690,CUST004398,Wrong Amount Charged,Critical,04-06-2026,Closed,28-04-2026
CMP01691,CUST009016,Interest Rate Query,Low,17-10-2022,Resolved,26-10-2022
CMP01692,CUST003472,Reward Points Missing,High,26-03-2025,Escalated,16-08-2023
CMP01693,CUST001883,Card Not Received,Medium,27-03-2025,Resolved,23-04-2025
CMP01694,CUST004479,Fraudulent Charge,High,18-01-2026,Open,02-02-2026
CMP01695,CUST009822,Statement Error,High,31-08-2023,Open,16-08-2023
CMP01696,CUST011184,Billing Dispute,Medium,29-02-2024,Open,13-03-2024
CMP01697,CUST004412,Wrong Amount Charged,High,03-08-2025,Pending Review,17-04-2025
CMP01698,CUST009546,Billing Dispute,Medium,24-06-2026,Pending Review,29-07-2026
CMP01699,CUST009985,App Not Working,Critical,30-06-2023,Resolved,08-03-2023
CMP01700,CUST012105,Fraudulent Charge,Low,01-02-2025,Resolved,16-08-2023
CMP01701,CUST010110,Statement Error,High,02-09-2022,Resolved,20-09-2022
CMP01702,CUST005350,Card Not Received,High,25-01-2025,Pending Review,22-02-2025
CMP01703,CUST014670,Statement Error,Low,14-08-2024,Resolved,23-09-2024
CMP01704,CUST005533,Card Not Received,Medium,21-06-2025,Closed,02-07-2025
CMP01705,CUST010359,Billing Dispute,Critical,06-08-2026,Resolved,16-08-2023
CMP01706,CUST005293,Billing Dispute,Medium,26-07-2026,In Progress,16-08-2023
CMP01707,CUST005110,Interest Rate Query,Low,11-07-2025,Open,Low
CMP01708,CUST003822,Billing Dispute,Low,18-11-2022,Open,18-12-2022
CMP01709,CUST009034,Card Damaged,Low,17-12-2023,Pending Review,Low
CMP01710,CUST010197,Reward Points Missing,Medium,26-01-2026,Open,03-06-2026
CMP01711,CUST000255,Card Not Received,High,03-02-2024,Open,16-08-2023
CMP01712,CUST005795,Statement Error,Low,25-05-2024,Closed,05-06-2024
CMP01713,CUST000342,Interest Rate Query,Low,09-11-2024,Escalated,17-11-2024
CMP01714,CUST014121,Card Damaged,Medium,17-01-2023,Open,27-01-2023
CMP01715,CUST013854,Late Fee Dispute,Medium,07-02-2022,Closed,10-03-2022
CMP01716,CUST002130,Billing Dispute,Critical,27-10-2024,In Progress,16-08-2023
CMP01717,CUST006155,Statement Error,Low,24-01-2024,In Progress,06-03-2024
CMP01718,CUST003973,Interest Rate Query,High,29-03-2022,Resolved,18-04-2022
CMP01719,CUST003254,Interest Rate Query,Medium,30-10-2023,In Progress,12-12-2023
CMP01720,CUST006417,Fraudulent Charge,High,26-01-2022,Pending Review,07-02-2022
CMP01721,CUST001588,Card Damaged,Medium,20-11-2024,Escalated,03-12-2024
CMP01722,CUST006867,Reward Points Missing,High,28-06-2023,In Progress,16-08-2023
CMP01723,CUST011916,Reward Points Missing,Critical,12-08-2026,Closed,23-09-2026
CMP01724,CUST010387,Reward Points Missing,Medium,11-05-2025,Open,16-08-2023
CMP01725,CUST009503,Statement Error,Medium,09-08-2024,Escalated,16-08-2023
CMP01726,CUST007695,Late Fee Dispute,Critical,17-07-2024,Escalated,02-08-2024
CMP01727,CUST010539,Statement Error,Low,01-03-2022,In Progress,09-01-2022
CMP01728,CUST005711,Billing Dispute,Low,15-10-2025,Pending Review,23-11-2025
CMP01729,CUST009335,Wrong Amount Charged,Low,01-03-2026,Resolved,Low
CMP01730,CUST003508,App Not Working,High,26-05-2026,Closed,29-05-2026
CMP01731,CUST007855,Interest Rate Query,Low,21-04-2025,Closed,01-06-2025
CMP01732,CUST013172,Fraudulent Charge,Low,25-02-2025,Closed,18-03-2025
CMP01733,CUST000722,Wrong Amount Charged,Low,21-04-2023,Resolved,28-04-2023
CMP01734,CUST003974,Reward Points Missing,Medium,06-12-2023,Open,28-12-2023
CMP01735,CUST014345,Late Fee Dispute,Low,04-09-2024,Resolved,16-08-2023
CMP01736,CUST006086,Billing Dispute,Low,12-06-2024,Pending Review,09-01-2025
CMP01737,CUST000268,Billing Dispute,Medium,22-11-2023,Resolved,01-04-2024
CMP01738,CUST013805,Statement Error,Low,01-10-2025,Pending Review,10-08-2025
CMP01739,CUST001108,Fraudulent Charge,Medium,12-10-2023,Pending Review,17-01-2024
CMP01740,CUST008060,Reward Points Missing,Medium,22-01-2023,Pending Review,03-05-2023
CMP01741,CUST003253,Interest Rate Query,Medium,12-05-2024,Resolved,17-06-2024
CMP01742,CUST001116,Interest Rate Query,Low,09-01-2025,In Progress,24-09-2025
CMP01743,CUST000012,Statement Error,Low,12-10-2023,Resolved,22-11-2023
CMP01744,CUST002843,Billing Dispute,Low,26-05-2026,Pending Review,03-07-2026
CMP01745,CUST003785,Wrong Amount Charged,Low,05-05-2025,Open,07-05-2025
CMP01746,CUST011786,Reward Points Missing,Low,09-05-2024,Closed,04-10-2024
CMP01747,CUST007998,Card Damaged,Low,20-02-2022,Open,27-03-2022
CMP01748,CUST005819,Statement Error,Medium,25-12-2025,Open,29-01-2026
CMP01749,CUST006716,Interest Rate Query,Low,28-06-2026,Resolved,Low
CMP01750,CUST012284,App Not Working,High,20-06-2026,Open,11-07-2026
CMP01751,CUST001971,Card Damaged,Low,15-07-2023,Escalated,20-08-2023
CMP01752,CUST009538,Card Not Received,Critical,03-11-2022,Pending Review,10-04-2022
CMP01753,CUST014009,Statement Error,Critical,26-08-2022,Resolved,14-09-2022
CMP01754,CUST005694,Reward Points Missing,Medium,17-12-2023,Escalated,24-01-2024
CMP01755,CUST012916,Card Not Received,Critical,12-02-2022,Resolved,24-03-2022
CMP01756,CUST012416,Card Damaged,Low,27-04-2025,Pending Review,14-05-2025
CMP01757,CUST002191,Card Not Received,Critical,09-06-2022,Escalated,09-07-2022
CMP01758,CUST011103,Billing Dispute,Critical,27-08-2022,Open,28-09-2022
CMP01759,CUST005822,Reward Points Missing,Low,08-10-2025,Open,29-08-2025
CMP01760,CUST006469,Card Not Received,Low,08-07-2025,Resolved,15-08-2025
CMP01761,CUST005492,Interest Rate Query,High,30-07-2022,Pending Review,25-08-2022
CMP01762,CUST008320,Wrong Amount Charged,Critical,10-02-2024,Open,19-02-2024
CMP01763,CUST014138,Billing Dispute,Low,10-11-2025,Closed,20-11-2025
CMP01764,CUST011043,Interest Rate Query,High,17-10-2025,Closed,28-11-2025
CMP01765,CUST000869,Card Not Received,Medium,30-12-2022,Open,02-10-2023
CMP01766,CUST005807,Interest Rate Query,Medium,01-12-2023,Escalated,01-12-2024
CMP01767,CUST012628,Interest Rate Query,High,15-09-2022,Open,10-05-2022
CMP01768,CUST006297,Interest Rate Query,Medium,14-09-2023,Resolved,26-10-2023
CMP01769,CUST002459,Card Damaged,Low,26-04-2026,Escalated,16-08-2023
CMP01770,CUST009192,Reward Points Missing,High,10-02-2025,Closed,14-02-2025
CMP01771,CUST006409,App Not Working,Critical,26-12-2023,Escalated,26-01-2024
CMP01772,CUST003299,Card Not Received,Medium,20-05-2023,Closed,16-08-2023
CMP01773,CUST003139,App Not Working,Critical,10-09-2022,Resolved,23-09-2022
CMP01774,CUST007981,Interest Rate Query,Low,09-11-2022,Escalated,27-11-2022
CMP01775,CUST006369,Reward Points Missing,Medium,07-07-2022,Closed,21-07-2022
CMP01776,CUST010716,Interest Rate Query,Medium,11-12-2024,Escalated,24-12-2024
CMP01777,CUST009251,Fraudulent Charge,Critical,16-05-2026,Open,16-06-2026
CMP01778,CUST008670,Reward Points Missing,Low,01-07-2023,In Progress,07-11-2023
CMP01779,CUST013879,Interest Rate Query,Low,05-11-2024,Closed,Low
CMP01780,CUST010820,Statement Error,Low,06-08-2025,Pending Review,20-09-2025
CMP01781,CUST002701,Wrong Amount Charged,Low,20-11-2024,Closed,16-08-2023
CMP01782,CUST000216,Statement Error,Critical,10-04-2026,Resolved,15-05-2026
CMP01783,CUST014282,Card Not Received,High,16-12-2025,Resolved,20-01-2026
CMP01784,CUST005061,Reward Points Missing,Medium,08-11-2025,Escalated,30-08-2025
CMP01785,CUST014415,Reward Points Missing,Low,22-10-2023,Open,12-02-2023
CMP01786,CUST001750,Reward Points Missing,Critical,11-03-2024,Open,30-03-2024
CMP01787,CUST014097,Interest Rate Query,High,11-05-2024,Resolved,23-11-2024
CMP01788,CUST012990,Reward Points Missing,Low,23-06-2024,Open,07-05-2024
CMP01789,CUST005621,Fraudulent Charge,High,01-09-2026,Resolved,01-09-2026
CMP01790,CUST007399,Card Not Received,Medium,09-02-2023,Resolved,22-03-2023
CMP01791,CUST009429,Card Damaged,High,08-10-2024,In Progress,18-11-2024
CMP01792,CUST001775,Fraudulent Charge,Medium,17-07-2025,Pending Review,22-08-2025
CMP01793,CUST011321,Billing Dispute,Low,27-10-2025,Closed,11-05-2025
CMP01794,CUST006927,Reward Points Missing,Low,16-06-2023,Closed,16-08-2023
CMP01795,CUST002548,Interest Rate Query,Critical,11-11-2022,Pending Review,30-11-2022
CMP01796,CUST006709,Statement Error,Medium,16-04-2026,Closed,20-05-2026
CMP01797,CUST014177,Card Not Received,Low,04-03-2025,Closed,05-10-2025
CMP01798,CUST002856,Interest Rate Query,Low,19-02-2022,Resolved,22-02-2022
CMP01799,CUST012476,Late Fee Dispute,Low,19-02-2025,Closed,03-07-2025
CMP01800,CUST014255,App Not Working,Low,20-12-2022,Resolved,22-12-2022
CMP01801,CUST004135,Late Fee Dispute,Medium,12-01-2026,Pending Review,18-01-2026
CMP01802,CUST001793,Reward Points Missing,Medium,04-07-2025,Open,16-08-2023
CMP01803,CUST005927,Late Fee Dispute,High,27-04-2022,Pending Review,11-05-2022
CMP01804,CUST000188,Wrong Amount Charged,Medium,10-02-2025,Open,12-11-2025
CMP01805,CUST006659,App Not Working,Medium,07-06-2026,Resolved,06-11-2026
CMP01806,CUST005080,Fraudulent Charge,Low,22-05-2026,Resolved,22-05-2026
CMP01807,CUST007403,Late Fee Dispute,Critical,11-07-2025,Closed,12-02-2025
CMP01808,CUST009521,App Not Working,Medium,06-12-2022,In Progress,03-07-2022
CMP01809,CUST001999,Billing Dispute,High,11-01-2024,Escalated,26-11-2024
CMP01810,CUST007959,Late Fee Dispute,High,27-05-2024,Resolved,20-06-2024
CMP01811,CUST005008,Card Damaged,Medium,11-02-2024,Closed,16-08-2023
CMP01812,CUST000213,Statement Error,Low,04-05-2026,Open,18-04-2026
CMP01813,CUST006880,Card Damaged,High,14-11-2022,Closed,14-11-2022
CMP01814,CUST012576,Card Not Received,Low,14-07-2023,Pending Review,08-11-2023
CMP01815,CUST007435,Card Damaged,Low,07-02-2024,Pending Review,20-02-2024
CMP01816,CUST012667,Billing Dispute,High,03-03-2024,Escalated,16-08-2023
CMP01817,CUST009731,Card Damaged,Critical,25-06-2026,Closed,07-05-2026
CMP01818,CUST009320,Card Damaged,High,15-03-2026,Resolved,05-04-2026
CMP01819,CUST005343,Statement Error,High,10-10-2025,In Progress,26-10-2025
CMP01820,CUST012668,Wrong Amount Charged,Medium,03-10-2024,Escalated,10-05-2024
CMP01821,CUST008074,Interest Rate Query,High,25-06-2023,Resolved,15-07-2023
CMP01822,CUST009385,App Not Working,Critical,08-02-2025,Escalated,16-08-2023
CMP01823,CUST005987,Fraudulent Charge,Critical,06-09-2022,Open,17-06-2022
CMP01824,CUST000222,Card Damaged,Medium,02-02-2023,Open,18-03-2023
CMP01825,CUST009092,Card Not Received,Low,10-02-2024,In Progress,Low
CMP01826,CUST001421,App Not Working,Medium,16-06-2022,Escalated,13-07-2022
CMP01827,CUST007319,Statement Error,Low,15-06-2025,Open,24-07-2025
CMP01828,CUST003131,App Not Working,Medium,10-03-2024,Resolved,16-08-2023
CMP01829,CUST014722,Billing Dispute,Medium,12-04-2022,Resolved,03-05-2022
CMP01830,CUST003683,Wrong Amount Charged,High,11-10-2023,Pending Review,07-12-2023
CMP01831,CUST005283,Card Not Received,Low,15-04-2023,Open,16-04-2023
CMP01832,CUST013978,Late Fee Dispute,Critical,31-03-2026,Open,08-04-2026
CMP01833,CUST004932,Card Damaged,Medium,14-08-2022,Resolved,25-08-2022
CMP01834,CUST008739,Reward Points Missing,Low,20-06-2023,Pending Review,20-06-2023
CMP01835,CUST003055,Late Fee Dispute,Medium,22-11-2023,Escalated,01-06-2024
CMP01836,CUST006242,Interest Rate Query,Critical,28-02-2025,Resolved,27-03-2025
CMP01837,CUST006308,Billing Dispute,Medium,30-09-2025,Open,16-08-2023
CMP01838,CUST002640,Late Fee Dispute,Critical,03-01-2025,Escalated,07-03-2025
CMP01839,CUST014951,Statement Error,High,05-07-2025,Resolved,05-08-2025
CMP01840,CUST002930,Billing Dispute,Critical,05-08-2026,In Progress,16-08-2023
CMP01841,CUST001237,Card Damaged,Critical,11-05-2026,Pending Review,16-08-2023
CMP01842,CUST000036,Billing Dispute,Low,19-09-2022,Closed,26-10-2022
CMP01843,CUST013473,Wrong Amount Charged,Critical,18-06-2025,Closed,07-09-2025
CMP01844,CUST011565,Late Fee Dispute,Medium,26-11-2023,Escalated,12-07-2023
CMP01845,CUST008798,Fraudulent Charge,Medium,28-04-2026,Open,16-05-2026
CMP01846,CUST003280,Interest Rate Query,Low,22-02-2025,Closed,30-03-2025
CMP01847,CUST004987,Reward Points Missing,Medium,22-03-2023,Open,16-08-2023
CMP01848,CUST009191,Card Not Received,High,07-10-2022,Open,11-03-2022
CMP01849,CUST014263,Wrong Amount Charged,Medium,29-09-2023,Resolved,10-10-2023
CMP01850,CUST011861,Wrong Amount Charged,Medium,26-09-2023,Closed,11-09-2023
CMP01851,CUST003834,Wrong Amount Charged,Low,14-03-2022,Escalated,27-04-2022
CMP01852,CUST014230,App Not Working,Medium,16-01-2022,Open,28-01-2022
CMP01853,CUST000517,Reward Points Missing,High,01-09-2022,Resolved,02-09-2022
CMP01854,CUST000124,App Not Working,High,06-01-2024,Closed,17-01-2024
CMP01855,CUST011142,Wrong Amount Charged,Medium,23-01-2023,Resolved,03-03-2023
CMP01856,CUST012164,App Not Working,Medium,30-10-2024,Pending Review,16-11-2024
CMP01857,CUST014355,Late Fee Dispute,Low,05-02-2024,Resolved,05-06-2024
CMP01858,CUST006496,Card Damaged,Low,18-09-2024,Closed,16-08-2023
CMP01859,CUST008502,Wrong Amount Charged,High,27-03-2023,Open,15-04-2023
CMP01860,CUST010726,Interest Rate Query,Critical,06-03-2025,Pending Review,09-03-2025
CMP01861,CUST012562,Card Not Received,Medium,18-03-2023,Pending Review,15-04-2023
CMP01862,CUST013094,Card Not Received,Medium,17-11-2023,Resolved,16-08-2023
CMP01863,CUST013170,Billing Dispute,High,20-01-2025,In Progress,13-02-2025
CMP01864,CUST011894,Reward Points Missing,Low,20-08-2023,Escalated,28-08-2023
CMP01865,CUST013124,Late Fee Dispute,Medium,23-12-2024,Pending Review,16-08-2023
CMP01866,CUST004999,Billing Dispute,Low,11-03-2022,Resolved,21-04-2022
CMP01867,CUST013839,Card Damaged,Critical,29-07-2025,Escalated,08-02-2025
CMP01868,CUST009018,Card Not Received,High,12-02-2025,Pending Review,10-03-2025
CMP01869,CUST000795,Statement Error,Low,14-07-2025,In Progress,14-08-2025
CMP01870,CUST000565,Wrong Amount Charged,Medium,15-03-2025,Resolved,24-04-2025
CMP01871,CUST006429,App Not Working,Critical,23-05-2025,Resolved,07-05-2025
CMP01872,CUST010168,Statement Error,High,06-12-2024,Open,06-07-2024
CMP01873,CUST000461,Card Not Received,Low,20-02-2022,Escalated,02-03-2022
CMP01874,CUST008745,Card Damaged,High,07-04-2023,Open,16-08-2023
CMP01875,CUST007213,Wrong Amount Charged,Low,15-12-2023,Closed,24-12-2023
CMP01876,CUST001092,Fraudulent Charge,Low,14-03-2024,Escalated,05-04-2024
CMP01877,CUST006834,Card Not Received,Medium,20-06-2024,Resolved,24-06-2024
CMP01878,CUST011415,Card Damaged,Low,25-09-2022,In Progress,04-10-2022
CMP01879,CUST008190,Reward Points Missing,High,31-03-2023,Open,18-04-2023
CMP01880,CUST014548,App Not Working,High,17-10-2023,In Progress,01-11-2023
CMP01881,CUST009692,Card Damaged,Low,12-04-2024,Closed,05-04-2024
CMP01882,CUST010406,Late Fee Dispute,Low,24-08-2023,Resolved,18-09-2023
CMP01883,CUST014680,Statement Error,Critical,24-10-2024,Closed,28-11-2024
CMP01884,CUST009975,Card Not Received,High,02-02-2024,Open,16-08-2023
CMP01885,CUST013184,Fraudulent Charge,Low,14-04-2022,Pending Review,05-11-2022
CMP01886,CUST011256,Card Not Received,Low,11-04-2025,Pending Review,16-08-2023
CMP01887,CUST002888,Fraudulent Charge,High,09-10-2024,Pending Review,16-08-2023
CMP01888,CUST005694,Wrong Amount Charged,Low,13-08-2023,Open,30-08-2023
CMP01889,CUST011748,Interest Rate Query,Critical,28-12-2023,Open,07-02-2024
CMP01890,CUST014445,Billing Dispute,Low,29-03-2026,Escalated,16-08-2023
CMP01891,CUST013740,Reward Points Missing,Medium,23-09-2022,Resolved,16-08-2023
CMP01892,CUST007092,Card Damaged,Medium,31-08-2025,Open,09-09-2025
CMP01893,CUST004769,Reward Points Missing,Medium,21-12-2024,Open,13-01-2025
CMP01894,CUST000223,App Not Working,Low,02-01-2023,Open,01-09-2023
CMP01895,CUST000972,App Not Working,High,30-10-2025,In Progress,23-11-2025
CMP01896,CUST000772,Reward Points Missing,Medium,26-05-2022,In Progress,28-05-2022
CMP01897,CUST012503,Billing Dispute,High,07-12-2023,Open,21-12-2023
CMP01898,CUST004702,Card Not Received,High,28-06-2025,Resolved,22-07-2025
CMP01899,CUST005456,Reward Points Missing,High,17-05-2026,Closed,20-05-2026
CMP01900,CUST003092,Statement Error,Low,11-04-2025,Resolved,02-05-2025
CMP01901,CUST001090,Card Damaged,Low,19-09-2022,Resolved,27-10-2022
CMP01902,CUST001958,Reward Points Missing,Low,30-12-2023,Open,06-02-2024
CMP01903,CUST004566,Card Not Received,Low,30-03-2022,Pending Review,20-04-2022
CMP01904,CUST010610,Interest Rate Query,Medium,05-03-2026,Resolved,31-03-2026
CMP01905,CUST013005,Wrong Amount Charged,Medium,16-01-2024,Pending Review,26-02-2024
CMP01906,CUST004748,Fraudulent Charge,Low,17-12-2024,Resolved,28-01-2025
CMP01907,CUST012025,Billing Dispute,Low,10-03-2023,In Progress,17-04-2023
CMP01908,CUST010906,Reward Points Missing,Low,18-09-2024,Escalated,18-10-2024
CMP01909,CUST002429,App Not Working,High,26-04-2025,In Progress,01-06-2025
CMP01910,CUST007797,Late Fee Dispute,Critical,16-07-2022,Open,16-08-2023
CMP01911,CUST013861,Interest Rate Query,Medium,02-06-2022,In Progress,08-02-2022
CMP01912,CUST004859,Wrong Amount Charged,Low,30-12-2022,Resolved,02-07-2023
CMP01913,CUST002226,App Not Working,Low,30-09-2024,Pending Review,28-10-2024
CMP01914,CUST013759,Fraudulent Charge,High,03-09-2022,In Progress,13-10-2022
CMP01915,CUST005598,Card Damaged,High,20-01-2024,Open,19-02-2024
CMP01916,CUST008356,Card Not Received,High,19-09-2025,Escalated,06-10-2025
CMP01917,CUST011940,Wrong Amount Charged,High,16-12-2024,Escalated,22-12-2024
CMP01918,CUST010300,Late Fee Dispute,High,20-07-2026,In Progress,24-08-2026
CMP01919,CUST004695,Late Fee Dispute,Medium,06-01-2026,Open,07-08-2026
CMP01920,CUST011448,Statement Error,High,08-02-2022,Open,12-02-2022
CMP01921,CUST002247,Billing Dispute,Low,08-03-2024,Escalated,25-08-2024
CMP01922,CUST014920,Statement Error,Low,04-09-2022,Closed,22-05-2022
CMP01923,CUST000733,Reward Points Missing,Critical,25-08-2025,Resolved,07-09-2025
CMP01924,CUST010608,Fraudulent Charge,High,19-10-2023,Open,16-08-2023
CMP01925,CUST006655,Card Damaged,Low,12-09-2023,In Progress,16-10-2023
