merchant_id,category,city,state,avg_transaction_value,risk_score,onboard_date,is_flagged_risky
MER01477,Furniture,Coimbatore,Tamil Nadu,100.07,0.65,25-02-2025,Yes
MER01478,Fashion,Chicago,Punjab,270.72,0.64,18-05-2021,No
MER01479,Online Shopping,Phoenix,Andhra Pradesh,1043.72,0.31,28-12-2022,Yes
MER01480,Entertainment,Chennai,Tamil Nadu,642.3,0.57,13-10-2025,No
MER01481,Furniture,Singapore,Singapore,1252.83,0.5,20-02-2023,Yes
MER01482,Fashion,Mumbai,Maharashtra,1116.11,0.45,23-12-2024,Yes
MER01483,Fashion,Chicago,Punjab,2094.91,0.87,05-04-2023,No
MER01484,Online Shopping,Pune,Telangana,2081.8,0.03,17-12-2021,No
MER01485,Fashion,Kolkata,West Bengal,1166.7,0.11,16-05-2022,Yes
MER01486,Insurance,Houston,Telangana,500.86,0.03,03-12-2021,No
MER01487,Furniture,Chicago,Punjab,1844.13,0.92,18-06-2026,No
MER01488,Healthcare,Bengaluru,Karnataka,6893.34,0.03,19-07-2021,No
MER01489,Grocery,Pune,Maharashtra,510.22,0.9,02-10-2023,No
MER01490,Jewelry,Kolkata,West Bengal,243.12,0.22,20-05-2024,No
MER01491,Entertainment,Mumbai,Maharashtra,714.58,0.52,09-09-2023,No
MER01492,Entertainment,Toronto,Ontario,1165.19,0.36,20-06-2025,Yes
MER01493,Online Shopping,Bengaluru,Karnataka,831.11,0.08,26-05-2025,No
MER01494,Insurance,Singapore,Singapore,3700.1,0.03,20-03-2026,No
MER01495,Education,Los Angeles,Manipur,1458.6,0.12,25-07-2022,Yes
MER01496,Grocery,Tokyo,Nagaland,665.07,0.89,06-02-2023,Yes
MER01497,Fuel,Kolkata,West Bengal,6099.44,0.38,22-03-2021,No
MER01498,Dining,Vancouver,Goa,367.21,0.03,15-05-2025,No
MER01499,Education,Toronto,Ontario,362.29,0.92,17-12-2025,No
MER01500,Furniture,Phoenix,Andhra Pradesh,662.83,0.03,13-05-2025,No
MER01501,Fashion,Coimbatore,Tamil Nadu,259.76,0.57,21-01-2024,Yes
MER01502,Fuel,Chennai,Tamil Nadu,2885.85,0.74,09-10-2021,No
MER01503,Jewelry,Sydney,Odisha,850.29,0.6,11-08-2024,Yes
MER01504,Jewelry,Sydney,Odisha,2717.47,0.16,14-02-2022,Yes
MER01505,Entertainment,London,England,100.07,0.03,07-04-2025,Yes
MER01506,Jewelry,Coimbatore,Tamil Nadu,642.35,0.26,01-11-2021,No
MER01507,Insurance,Vancouver,Goa,1561.13,0.45,25-12-2022,No
MER01508,Insurance,Melbourne,West Bengal,1566.24,0.03,08-03-2026,No
MER01509,Entertainment,Pune,Maharashtra,4201.54,0.45,18-01-2024,No
MER01510,Entertainment,Sydney,Odisha,151.93,0,10-10-2021,Yes
MER01511,Furniture,Houston,Telangana,861.94,0.9,18-11-2024,No
MER01512,Furniture,Phoenix,Andhra Pradesh,4382.45,0.33,16-02-2025,No
MER01513,Furniture,London,England,640.48,0.75,17-11-2021,No
MER01514,Fuel,Phoenix,Andhra Pradesh,394.4,0.6,25-03-2021,Yes
MER01515,Furniture,Hyderabad,Telangana,1816.7,0.4,10-06-2021,No
MER01516,Fashion,Tokyo,Nagaland,830.21,0.69,28-02-2024,No
MER01517,Grocery,Pune,Manipur,1359.57,0.62,03-12-2024,Yes
MER01518,Online Shopping,Hyderabad,Telangana,3529.74,0.28,24-02-2024,No
MER01519,Travel,London,England,1570.84,0.78,25-02-2026,Yes
MER01520,Utilities,Pune,Maharashtra,1550.89,0.63,04-11-2022,Yes
MER01521,Travel,Chicago,Punjab,751.97,0.71,11-02-2021,Yes
MER01522,Electronics,Hyderabad,Telangana,3248.77,0.57,31-12-2024,No
MER01523,Furniture,Pune,Tamil Nadu,2792.72,0.89,02-05-2021,Yes
MER01524,Grocery,Singapore,Singapore,633.46,0.39,02-06-2024,No
MER01525,Insurance,Kolkata,West Bengal,871.34,0.01,29-09-2023,No
MER01526,Travel,Coimbatore,Tamil Nadu,3208.27,0.49,06-05-2021,No
MER01527,Fuel,Toronto,Ontario,985.46,0.06,17-12-2025,Yes
MER01528,Fuel,Tokyo,Nagaland,1133.55,0.2,16-10-2023,No
MER01529,Fashion,Los Angeles,Manipur,1006.41,0.24,26-03-2026,No
MER01530,Fashion,Coimbatore,Tamil Nadu,452.6,0.75,27-04-2021,No
MER01531,Education,Melbourne,West Bengal,933.75,0.66,26-09-2024,Yes
MER01532,Electronics,Tokyo,Nagaland,3348.45,0.12,22-12-2025,No
MER01533,Online Shopping,Los Angeles,Manipur,1450.91,0.69,08-05-2022,Yes
MER01534,Utilities,Hyderabad,Telangana,1325.78,0.03,21-10-2023,Yes
MER01535,Entertainment,Dubai,Dubai,440.04,0.23,27-10-2024,No
MER01536,Automobile,Toronto,Ontario,490.98,0.03,23-10-2021,Yes
MER01537,Entertainment,Vancouver,Goa,187.8,0.28,22-05-2022,No
MER01538,Fuel,Manchester,England,128.11,0.76,09-02-2025,No
MER01539,Electronics,Manchester,England,1438.92,0.86,08-04-2025,Yes
MER01540,Fashion,Dubai,Dubai,1152.66,0.74,19-02-2023,No
MER01541,Entertainment,Hyderabad,Telangana,744.21,0.26,13-04-2024,Yes
MER01542,Healthcare,Toronto,Ontario,9319.67,0.71,23-05-2022,No
MER01543,Travel,Mumbai,Maharashtra,1114.98,0.04,20-10-2024,No
MER01544,Entertainment,Hyderabad,Telangana,3210.34,0.77,29-06-2023,Yes
MER01545,Electronics,Pune,Tamil Nadu,572.83,0.31,14-08-2023,No
MER01546,Education,Coimbatore,Tamil Nadu,667.49,0.29,29-03-2025,No
MER01547,Entertainment,Tokyo,Nagaland,1780.47,0.03,21-01-2024,Yes
MER01548,Online Shopping,Sydney,Odisha,108.07,0.29,09-04-2021,No
MER01549,Travel,Singapore,Singapore,135.16,0.47,18-09-2024,Yes
MER01550,Education,Pune,Tamil Nadu,406.81,0.33,20-06-2024,No
MER01551,Travel,Mumbai,Maharashtra,604.94,0.15,29-08-2022,No
MER01552,Fashion,Singapore,Singapore,1600.92,0.33,28-10-2023,No
MER01553,Healthcare,Melbourne,West Bengal,2418.19,0.94,12-08-2022,No
MER01554,Utilities,Coimbatore,Tamil Nadu,847.58,0.03,09-01-2025,No
MER01555,Entertainment,Pune,Ontario,646.43,0.08,23-10-2024,No
MER01556,Fashion,New York,Rajasthan,3561.08,0.81,25-07-2021,No
MER01557,Fashion,Bengaluru,Karnataka,455.33,0.25,02-03-2024,No
MER01558,Fuel,Manchester,England,2368.44,0.8,24-02-2022,Yes
MER01559,Fashion,Singapore,Singapore,5456.9,0.87,09-09-2025,Yes
MER01560,Automobile,Pune,Andhra Pradesh,628.48,0.1,30-03-2021,No
MER01561,Dining,Vancouver,Goa,281.96,0.19,27-11-2021,Yes
MER01562,Entertainment,Hyderabad,Telangana,7900.08,0.3,20-09-2023,No
MER01563,Grocery,Delhi,Delhi,731.54,0.5,28-10-2022,Yes
MER01564,Entertainment,Chicago,Punjab,745,0.36,29-11-2021,No
MER01565,Dining,Delhi,Delhi,1422.41,0.09,05-05-2022,No
MER01566,Electronics,New York,Rajasthan,625.48,0.17,17-03-2026,Yes
MER01567,Automobile,Melbourne,West Bengal,9987.55,0.21,06-06-2021,No
MER01568,Fashion,Hyderabad,Telangana,187.83,0.99,05-07-2023,Yes
MER01569,Dining,Sydney,Odisha,1301.04,0.18,28-11-2024,No
MER01570,Furniture,London,England,1689.68,0.09,11-09-2022,Yes
MER01571,Furniture,Dubai,Dubai,1358.28,0.82,08-10-2025,No
MER01572,Fashion,Pune,Maharashtra,1570.12,0.11,17-11-2024,No
MER01573,Fashion,London,England,8876.76,0.62,23-12-2022,Yes
MER01574,Education,Manchester,England,4289.54,0.25,04-02-2026,No
MER01575,Jewelry,Coimbatore,Tamil Nadu,837.62,0.63,01-03-2023,No
MER01576,Healthcare,Los Angeles,Manipur,1703.59,0.07,20-10-2023,Yes
MER01577,Automobile,Hyderabad,Telangana,100.62,0.17,01-02-2021,No
MER01578,Jewelry,Delhi,Delhi,1153.81,0.57,11-11-2021,No
MER01579,Entertainment,Singapore,Singapore,457.95,0.98,30-11-2022,No
MER01580,Online Shopping,Dubai,Dubai,2585.15,0.09,20-10-2022,No
MER01581,Dining,Bengaluru,Karnataka,599.72,0.97,20-03-2024,No
MER01582,Jewelry,London,England,2863.77,0.02,03-10-2021,Yes
MER01583,Electronics,Pune,Maharashtra,851.31,0.03,11-04-2021,No
MER01584,Furniture,Kolkata,West Bengal,5302.75,0.11,30-07-2024,No
MER01585,Dining,Phoenix,Andhra Pradesh,1279.08,0.92,02-05-2022,No
MER01586,Jewelry,Coimbatore,Tamil Nadu,3759.14,0.03,04-05-2024,Yes
MER01587,Jewelry,Vancouver,Goa,2078.62,0.05,08-02-2022,No
MER01588,Online Shopping,Dubai,Dubai,7679.45,0.59,07-11-2026,No
MER01589,Insurance,Chennai,Tamil Nadu,2815.2,0.4,16-04-2021,No
MER01590,Education,Vancouver,Goa,2701.73,0.48,12-07-2022,Yes
MER01591,Insurance,Mumbai,Maharashtra,715.4,0.07,15-08-2025,Yes
MER01592,Electronics,Dubai,Dubai,1505.83,0.03,12-05-2023,No
MER01593,Healthcare,Mumbai,Maharashtra,785.3,0.22,20-10-2022,Yes
MER01594,Travel,Mumbai,Maharashtra,138.96,0.38,13-06-2026,No
MER01595,Travel,Tokyo,Nagaland,2579.79,0.56,20-03-2023,No
MER01596,Dining,Toronto,Ontario,637.95,0.82,11-07-2024,No
MER01597,Entertainment,Chicago,Punjab,1112.75,0.03,15-12-2023,Yes
MER01598,Furniture,Coimbatore,Tamil Nadu,769.94,0.34,21-01-2026,Yes
MER01599,Healthcare,Mumbai,Maharashtra,545.38,0.7,28-07-2021,Yes
MER01600,Education,Tokyo,Nagaland,238.96,0.79,15-05-2021,No
MER01601,Entertainment,Toronto,Ontario,924.65,0.43,17-04-2026,Yes
MER01602,Automobile,Houston,Telangana,270.56,0.03,15-08-2026,Yes
MER01603,Travel,Houston,Telangana,1654.45,0.72,21-04-2023,No
MER01604,Education,Tokyo,Nagaland,139.64,0.22,14-09-2022,Yes
MER01605,Furniture,Sydney,Odisha,5727.48,0.76,13-03-2024,Yes
MER01606,Fuel,Houston,Telangana,6890.93,0.48,26-05-2025,No
MER01607,Automobile,Hyderabad,Telangana,826.69,0.74,29-06-2024,Yes
MER01608,Fashion,Tokyo,Nagaland,702.74,0.76,23-09-2021,Yes
MER01609,Insurance,Kolkata,West Bengal,320.53,0.98,21-06-2026,No
MER01610,Entertainment,Hyderabad,Telangana,4806.05,0.55,27-03-2022,Yes
MER01611,Jewelry,Chennai,Tamil Nadu,1867.96,0.93,25-04-2022,No
MER01612,Utilities,Vancouver,Goa,1983.86,0.97,18-03-2026,Yes
MER01613,Dining,Pune,England,4623.97,0.77,03-09-2023,No
MER01614,Automobile,New York,Rajasthan,4933.45,0.23,18-03-2021,Yes
MER01615,Education,Sydney,Odisha,3624.5,0.93,05-01-2021,No
MER01616,Automobile,Bengaluru,Karnataka,3069.5,0.67,10-03-2021,No
MER01617,Furniture,London,England,4295.07,0.91,29-06-2024,Yes
MER01618,Fashion,Manchester,England,4274.47,0.17,13-05-2026,No
MER01619,Grocery,Dubai,Dubai,1019.77,0.18,18-03-2021,No
MER01620,Furniture,Tokyo,Nagaland,7353.03,0.72,12-06-2023,Yes
MER01621,Utilities,Sydney,Odisha,2569.77,0.5,17-08-2023,No
MER01622,Automobile,Phoenix,Andhra Pradesh,1024.74,0.9,23-02-2025,Yes
MER01623,Insurance,Hyderabad,Telangana,100.07,0.33,26-10-2025,No
MER01624,Utilities,Vancouver,Goa,100.07,0.57,27-08-2025,No
MER01625,Healthcare,Chicago,Punjab,996.01,0.53,07-09-2021,No
MER01626,Dining,Houston,Telangana,3603.82,0.34,12-02-2022,Yes
MER01627,Online Shopping,Melbourne,West Bengal,420.49,0.74,12-04-2023,Yes
MER01628,Grocery,Tokyo,Nagaland,100.07,0.79,21-05-2025,Yes
MER01629,Dining,Melbourne,West Bengal,816.77,0.29,21-01-2025,No
MER01630,Grocery,Melbourne,West Bengal,431.43,0.97,06-06-2021,No
MER01631,Healthcare,Coimbatore,Tamil Nadu,4004.2,0.49,26-03-2026,Yes
MER01632,Grocery,Hyderabad,Telangana,647.46,0.09,09-08-2022,No
MER01633,Utilities,Toronto,Ontario,3808.07,0.41,26-02-2023,Yes
MER01634,Utilities,Chicago,Punjab,100.07,0.67,07-02-2021,No
MER01635,Fuel,Manchester,England,5532.09,0.9,18-05-2026,No
MER01636,Grocery,New York,Rajasthan,594.56,0.96,05-10-2022,No
MER01637,Grocery,Chennai,Tamil Nadu,244.39,0.98,22-11-2021,Yes
MER01638,Healthcare,Tokyo,Nagaland,5614.41,0.53,07-05-2024,No
MER01639,Healthcare,Delhi,Delhi,462.15,0.34,13-07-2025,Yes
MER01640,Automobile,Chennai,Tamil Nadu,5869.55,0.26,25-05-2025,No
MER01641,Furniture,Pune,Maharashtra,3574.29,0.03,30-06-2025,No
MER01642,Online Shopping,Coimbatore,Tamil Nadu,270.95,0.93,05-07-2022,Yes
MER01643,Utilities,Dubai,Dubai,1278.06,0.78,04-11-2023,Yes
MER01644,Electronics,Singapore,Singapore,252.47,0.6,12-06-2022,No
MER01645,Entertainment,Hyderabad,Telangana,900.32,0.2,04-02-2024,No
MER01646,Entertainment,Chennai,Tamil Nadu,966.2,0.21,18-02-2026,No
MER01647,Grocery,Vancouver,Goa,1930.75,0.1,30-01-2024,No
MER01648,Fashion,Bengaluru,Karnataka,7550.72,0.65,06-10-2026,No
MER01649,Fashion,Los Angeles,Manipur,472.09,0.26,24-09-2023,No
MER01650,Grocery,Bengaluru,Karnataka,898.42,0.41,22-07-2022,No
MER01651,Healthcare,Coimbatore,Tamil Nadu,1869.11,0.58,07-12-2024,No
MER01652,Entertainment,Tokyo,Nagaland,476.09,0.03,06-06-2021,No
MER01653,Grocery,Singapore,Singapore,2580.65,0.26,20-05-2022,No
MER01654,Fashion,Delhi,Delhi,1133.89,0.76,03-02-2026,No
MER01655,Fuel,Hyderabad,Telangana,6074.43,0.79,24-05-2024,No
MER01656,Insurance,Pune,England,2087.81,0.62,05-06-2022,Yes
MER01657,Fashion,Chennai,Tamil Nadu,1002.22,0.55,26-06-2025,Yes
MER01658,Jewelry,Manchester,England,100.07,0.32,25-06-2026,Yes
MER01659,Fashion,Toronto,Ontario,3749.66,0.55,03-11-2024,No
MER01660,Fashion,London,England,3323.68,0.53,21-08-2023,Yes
MER01661,Fashion,Chennai,Tamil Nadu,709.7,0.64,04-08-2022,Yes
MER01662,Jewelry,Phoenix,Andhra Pradesh,1179.08,0.17,22-03-2021,No
MER01663,Entertainment,Tokyo,Nagaland,1303.61,0.32,30-06-2021,Yes
MER01664,Jewelry,Dubai,Dubai,1083.3,0.29,14-10-2025,No
MER01665,Furniture,Coimbatore,Tamil Nadu,844.63,0.8,02-05-2021,Yes
MER01666,Education,Hyderabad,Telangana,2894.69,0.84,29-08-2021,No
MER01667,Jewelry,Pune,Maharashtra,124.6,0.95,05-11-2021,No
MER01668,Education,Phoenix,Andhra Pradesh,100.07,0.1,26-08-2025,No
MER01669,Grocery,Tokyo,Nagaland,100.07,0.43,28-06-2024,No
MER01670,Online Shopping,Los Angeles,Manipur,375.7,0.2,08-04-2023,No
MER01671,Online Shopping,Phoenix,Andhra Pradesh,100.07,0.13,20-03-2026,No
MER01672,Healthcare,Los Angeles,Manipur,2972.26,0.64,25-06-2021,Yes
MER01673,Online Shopping,Mumbai,Maharashtra,7074.94,0.03,13-01-2021,Yes
MER01674,Healthcare,Mumbai,Maharashtra,1545.64,0.7,10-02-2022,No
MER01675,Furniture,Pune,Maharashtra,927.92,0.03,28-12-2023,No
MER01676,Entertainment,Houston,Telangana,3634.18,0.15,05-07-2023,Yes
MER01677,Online Shopping,Singapore,Singapore,238.92,0.56,12-08-2026,Yes
MER01678,Grocery,Melbourne,West Bengal,295.6,0.29,02-01-2021,No
MER01679,Healthcare,Delhi,Delhi,947.36,0.52,28-09-2021,No
MER01680,Fashion,Melbourne,West Bengal,1289.9,0.66,08-04-2026,No
MER01681,Fuel,Bengaluru,Karnataka,3297.37,0.75,27-09-2024,No
MER01682,Fashion,Tokyo,Nagaland,5287.59,0.9,06-11-2024,No
MER01683,Grocery,Los Angeles,Manipur,1615.48,0.74,14-02-2026,No
MER01684,Furniture,Toronto,Ontario,1468.95,0.94,17-10-2024,No
MER01685,Electronics,Vancouver,Goa,579.08,0.46,21-04-2025,No
MER01686,Online Shopping,Sydney,Odisha,1299.98,0.13,10-06-2025,No
MER01687,Jewelry,Coimbatore,Tamil Nadu,5244.7,0.57,14-01-2023,No
MER01688,Fashion,Delhi,Delhi,1098.12,0.74,20-03-2024,No
MER01689,Entertainment,Pune,Maharashtra,573.17,0.03,11-10-2024,Yes
MER01690,Online Shopping,Hyderabad,Telangana,922.85,0.03,28-06-2023,No
MER01691,Automobile,Coimbatore,Tamil Nadu,1545.54,0.47,17-10-2023,Yes
MER01692,Fashion,Chennai,Tamil Nadu,1925.52,0.45,21-11-2022,No
MER01693,Utilities,Phoenix,Andhra Pradesh,1232.78,0.99,20-04-2022,Yes
MER01694,Dining,Phoenix,Andhra Pradesh,2942.07,0.84,01-01-2024,Yes
MER01695,Electronics,Delhi,Delhi,1856.32,0.86,26-08-2023,Yes
MER01696,Utilities,London,England,2287.54,0.3,16-12-2022,Yes
MER01697,Fashion,Tokyo,Nagaland,4074.37,0.49,31-08-2022,Yes
MER01698,Utilities,Dubai,Dubai,4115.19,0.66,07-09-2022,Yes
MER01699,Healthcare,Dubai,Dubai,555.08,0.92,19-07-2022,No
MER01700,Electronics,Toronto,Ontario,2052.85,0.74,19-01-2026,No
MER01701,Online Shopping,Hyderabad,Telangana,2622.08,0.64,26-02-2024,No
MER01702,Entertainment,Toronto,Ontario,415.3,0.47,26-08-2022,No
MER01703,Automobile,Chicago,Punjab,3800.09,0.2,11-07-2026,No
MER01704,Electronics,Sydney,Odisha,498.05,0.96,20-08-2025,Yes
MER01705,Healthcare,Houston,Telangana,3311.68,0.03,19-12-2025,No
MER01706,Fashion,Pune,Maharashtra,452.2,0.65,28-04-2022,No
MER01707,Online Shopping,Chennai,Tamil Nadu,100.07,0.28,17-11-2023,Yes
MER01708,Travel,Melbourne,West Bengal,420.68,0.53,03-05-2022,No
MER01709,Education,Pune,Maharashtra,1052.3,0.57,14-01-2026,No
MER01710,Utilities,Coimbatore,Tamil Nadu,409.84,0.46,23-04-2022,No
MER01711,Grocery,Mumbai,Maharashtra,731.38,0.77,23-12-2025,No
MER01712,Education,Los Angeles,Manipur,8435.74,0.87,04-11-2024,Yes
MER01713,Dining,Tokyo,Nagaland,327.85,0.86,08-07-2024,Yes
MER01714,Electronics,Vancouver,Goa,1143.32,0.52,18-01-2024,No
MER01715,Fuel,Chicago,Punjab,2359.71,0.51,16-06-2021,No
MER01716,Dining,Delhi,Delhi,298.75,0.37,03-07-2024,No
MER01717,Entertainment,Pune,Maharashtra,330.9,0.15,19-07-2021,Yes
MER01718,Dining,Pune,Rajasthan,409.25,0.31,13-06-2023,No
MER01719,Education,Sydney,Odisha,2171.2,0.66,15-11-2025,No
MER01720,Automobile,Chicago,Punjab,4901.21,0.6,06-07-2024,No
MER01721,Education,Mumbai,Maharashtra,3597.28,0.76,14-07-2022,No
MER01722,Grocery,Tokyo,Nagaland,8255.59,0.03,25-03-2021,No
MER01723,Fuel,Coimbatore,Tamil Nadu,1826.15,0.78,03-06-2025,No
MER01724,Utilities,Coimbatore,Tamil Nadu,6613.02,0.03,27-02-2022,No
MER01725,Dining,Pune,Maharashtra,827.5,0.41,09-03-2023,Yes
MER01726,Entertainment,London,England,1194.65,0.02,01-07-2026,No
MER01727,Furniture,Bengaluru,Karnataka,1108.5,0.68,29-03-2026,No
MER01728,Dining,Tokyo,Nagaland,197.03,0.99,09-05-2024,Yes
MER01729,Grocery,Pune,Tamil Nadu,3640.45,0.37,05-01-2022,No
MER01730,Travel,Bengaluru,Karnataka,150.06,0.54,08-02-2025,Yes
MER01731,Online Shopping,Kolkata,West Bengal,2717.75,0.4,25-09-2021,Yes
MER01732,Entertainment,Kolkata,West Bengal,1145.34,0.04,12-06-2025,Yes
MER01733,Entertainment,Los Angeles,Manipur,112.53,0.55,07-12-2021,No
MER01734,Education,Tokyo,Nagaland,784.83,0.59,13-05-2024,No
MER01735,Fuel,Hyderabad,Telangana,949.69,0.99,07-09-2023,No
MER01736,Jewelry,Melbourne,West Bengal,6787.88,0.63,06-06-2025,No
MER01737,Healthcare,New York,Rajasthan,2263.98,0.2,08-08-2026,Yes
MER01738,Fashion,Kolkata,West Bengal,1668.65,0.76,21-08-2024,Yes
MER01739,Grocery,Singapore,Singapore,371.76,0.12,05-02-2021,Yes
MER01740,Dining,Dubai,Dubai,1092.22,0.06,09-04-2026,No
MER01741,Fuel,Chicago,Punjab,172.84,0.29,07-04-2022,No
MER01742,Fuel,Coimbatore,Tamil Nadu,2968.33,0.35,06-02-2025,No
MER01743,Insurance,Pune,Manipur,455.33,0.98,07-10-2022,No
MER01744,Dining,Singapore,Singapore,1904.95,0.52,28-02-2023,Yes
MER01745,Online Shopping,Chennai,Tamil Nadu,2503.89,0.24,09-01-2024,No
MER01746,Travel,Pune,Manipur,1013.02,0.07,09-03-2023,Yes
MER01747,Jewelry,Delhi,Delhi,2102.57,0.71,11-07-2026,No
MER01748,Fashion,Pune,Maharashtra,2989.82,0.4,25-07-2023,Yes
MER01749,Education,Melbourne,West Bengal,506.99,0.8,26-09-2022,No
MER01750,Healthcare,Delhi,Delhi,1936.89,0.52,17-12-2022,No
MER01751,Travel,Manchester,England,2747.64,0.15,13-06-2025,No
MER01752,Healthcare,Pune,Maharashtra,983.37,0.01,20-03-2024,No
MER01753,Electronics,Coimbatore,Tamil Nadu,454.65,0.51,11-02-2025,No
MER01754,Jewelry,Chennai,Tamil Nadu,774.07,0.62,03-03-2021,Yes
MER01755,Electronics,Melbourne,West Bengal,5508.36,0.4,24-02-2023,No
MER01756,Dining,Dubai,Dubai,984.61,0.08,16-02-2025,No
MER01757,Automobile,Phoenix,Andhra Pradesh,327.91,0.2,21-04-2026,No
MER01758,Online Shopping,Pune,Karnataka,272.7,0.5,07-02-2023,Yes
MER01759,Automobile,Dubai,Dubai,498.11,0.05,13-10-2021,No
MER01760,Fashion,Los Angeles,Manipur,372.81,0.73,25-01-2021,No
MER01761,Jewelry,Los Angeles,Manipur,1466.57,0.03,16-03-2022,No
MER01762,Insurance,Dubai,Dubai,954.05,0.29,29-06-2024,No
MER01763,Travel,Delhi,Delhi,3782.81,0.91,19-08-2024,No
MER01764,Education,Toronto,Ontario,4358.58,0.16,01-05-2021,Yes
MER01765,Furniture,Pune,Maharashtra,1382.17,0.91,11-04-2021,No
MER01766,Healthcare,Pune,Maharashtra,4487.95,0.52,25-04-2025,No
MER01767,Jewelry,Hyderabad,Telangana,1297.35,0.27,20-12-2025,No
MER01768,Online Shopping,Los Angeles,Manipur,2154.23,0.95,29-06-2022,Yes
MER01769,Furniture,Sydney,Odisha,454.75,0.76,02-03-2023,No
MER01770,Grocery,Dubai,Dubai,208.03,0.54,14-06-2026,No
MER01771,Fuel,Melbourne,West Bengal,448.91,0.44,21-02-2025,Yes
MER01772,Electronics,Toronto,Ontario,680.29,0.7,29-02-2024,No
MER01773,Electronics,New York,Rajasthan,2880.46,0.47,08-02-2022,Yes
MER01774,Electronics,Pune,Telangana,481.12,0.02,11-05-2025,No
MER01775,Insurance,Singapore,Singapore,380.03,0.39,11-03-2024,No
MER01776,Online Shopping,Pune,Manipur,100.07,0.39,26-10-2023,No
MER01777,Insurance,Melbourne,West Bengal,2434.65,0.63,25-01-2026,No
MER01778,Insurance,Phoenix,Andhra Pradesh,1382.27,0.2,31-08-2024,No
MER01779,Fashion,Coimbatore,Tamil Nadu,299.57,0.78,01-08-2022,No
MER01780,Electronics,Hyderabad,Telangana,3918.26,0.76,25-08-2023,No
MER01781,Fashion,Toronto,Ontario,329.16,0.39,04-10-2024,No
MER01782,Jewelry,Coimbatore,Tamil Nadu,1988.59,0.44,30-08-2025,Yes
MER01783,Fashion,Vancouver,Goa,2303.29,0.86,20-09-2023,No
MER01784,Entertainment,Pune,West Bengal,1122.11,0.53,17-09-2023,Yes
MER01785,Grocery,Singapore,Singapore,4943.11,0.54,29-07-2025,No
MER01786,Insurance,Kolkata,West Bengal,204.06,0.06,08-07-2024,Yes
MER01787,Dining,Sydney,Odisha,3508.78,0.06,26-01-2021,No
MER01788,Utilities,Hyderabad,Telangana,1713.95,0.29,20-09-2024,Yes
MER01789,Furniture,Coimbatore,Tamil Nadu,1989.4,0.2,17-07-2026,No
MER01790,Dining,Tokyo,Nagaland,8758.95,0.31,13-06-2023,No
MER01791,Entertainment,Bengaluru,Karnataka,1847.65,0.61,21-10-2021,No
MER01792,Utilities,Sydney,Odisha,3289.37,0.27,25-09-2024,No
MER01793,Fashion,Vancouver,Goa,433.36,0.33,14-09-2022,Yes
MER01794,Education,Melbourne,West Bengal,3414,0.41,26-01-2022,Yes
MER01795,Utilities,Tokyo,Nagaland,2963.19,0.03,21-12-2023,No
MER01796,Furniture,Hyderabad,Telangana,6990.93,0.61,08-01-2025,No
MER01797,Fashion,Pune,West Bengal,5588.72,0.81,25-12-2023,No
MER01798,Travel,London,England,581.56,0.48,02-02-2024,No
MER01799,Entertainment,Phoenix,Andhra Pradesh,1350.73,0.28,12-03-2024,No
MER01800,Fashion,Mumbai,Maharashtra,4949.13,0.54,20-12-2021,No
MER01801,Online Shopping,Dubai,Dubai,2147.56,0.83,14-07-2021,No
MER01802,Travel,Sydney,Odisha,100.07,0.67,07-01-2022,Yes
MER01803,Fashion,Los Angeles,Manipur,330.68,0.15,22-08-2025,Yes
MER01804,Grocery,Hyderabad,Telangana,966.98,0.42,23-01-2021,No
MER01805,Entertainment,Vancouver,Goa,2288.68,0.03,23-08-2025,No
MER01806,Travel,London,England,3100.4,0.21,11-09-2022,Yes
MER01807,Dining,Coimbatore,Tamil Nadu,1285.4,0.78,13-12-2022,Yes
MER01808,Fashion,Tokyo,Nagaland,214.93,0.03,04-06-2023,Yes
MER01809,Healthcare,Dubai,Dubai,2105.73,0.2,18-02-2026,No
MER01810,Online Shopping,Kolkata,West Bengal,5191.52,0.53,26-06-2023,Yes
MER01811,Fuel,New York,Rajasthan,1471.99,0.99,16-03-2024,No
MER01812,Education,Chicago,Punjab,5374.01,0.64,20-07-2021,No
MER01813,Jewelry,Pune,Telangana,974.22,0.16,05-06-2024,No
MER01814,Electronics,Pune,Telangana,4449.54,0.86,17-05-2021,No
MER01815,Fuel,Melbourne,West Bengal,3186.74,0.49,22-02-2022,No
MER01816,Travel,Kolkata,West Bengal,6626.78,0.84,30-06-2024,Yes
MER01817,Grocery,Singapore,Singapore,3231.05,0.79,05-08-2026,No
MER01818,Dining,Chennai,Tamil Nadu,875.68,0.71,17-12-2024,Yes
MER01819,Healthcare,Vancouver,Goa,4716.55,0.42,13-04-2025,No
MER01820,Fashion,Tokyo,Nagaland,2315.7,0.24,23-07-2022,No
MER01821,Education,Pune,Dubai,453.64,0.46,24-03-2024,No
MER01822,Education,Pune,Manipur,194.11,0.16,03-04-2024,No
MER01823,Fashion,Coimbatore,Tamil Nadu,1010.93,0.03,04-12-2023,No
MER01824,Grocery,Chennai,Tamil Nadu,3191.65,0.54,09-02-2026,Yes
MER01825,Utilities,Delhi,Delhi,2025.79,0.91,18-10-2024,Yes
MER01826,Automobile,Coimbatore,Tamil Nadu,1597.86,0.53,01-02-2021,No
MER01827,Utilities,Coimbatore,Tamil Nadu,107.47,0.97,12-01-2023,No
